Jurisdiction,Year,Industry,Unit,Quantity
TAS,2007,Mining,PJ,3.585
TAS,2007,Other,PJ,1.331
TAS,2007,Residential,PJ,14.786
TAS,2007,Transport,PJ,30.934
TAS,2007,Water and waste,PJ,0.108
TAS,2008,Agriculture,PJ,3.701
TAS,2008,Commercial and services,PJ,8.227
TAS,2008,Construction,PJ,0.483
TAS,2008,Electricity generation,PJ,7.316
TAS,2008,Manufacturing,PJ,45.217
TAS,2008,Mining,PJ,3.117
TAS,2008,Other,PJ,1.173
TAS,2008,Residential,PJ,14.711
TAS,2008,Transport,PJ,29.71
TAS,2008,Water and waste,PJ,0.139
TAS,2009,Agriculture,PJ,3.696
TAS,2009,Commercial and services,PJ,8.231
TAS,2009,Construction,PJ,0.496
TAS,2009,Electricity generation,PJ,8.475
TAS,2009,Manufacturing,PJ,44.091
TAS,2009,Mining,PJ,3.005
TAS,2009,Other,PJ,0.93
TAS,2009,Residential,PJ,14.868
TAS,2009,Transport,PJ,29.883
TAS,2009,Water and waste,PJ,0.069
TAS,2010,Agriculture,PJ,3.027
TAS,2010,Commercial and services,PJ,8.586
TAS,2010,Construction,PJ,0.487
TAS,2010,Electricity generation,PJ,10.777
TAS,2010,Manufacturing,PJ,44.097
TAS,2010,Mining,PJ,3.208
TAS,2010,Other,PJ,0.944
TAS,2010,Residential,PJ,14.542
TAS,2010,Transport,PJ,27.94
TAS,2010,Water and waste,PJ,0.217
TAS,2011,Agriculture,PJ,3.034
TAS,2011,Commercial and services,PJ,8.235
TAS,2011,Construction,PJ,0.415
TAS,2011,Electricity generation,PJ,9.686
TAS,2011,Manufacturing,PJ,40.754
TAS,2011,Mining,PJ,3.576
TAS,2011,Other,PJ,0.92
TAS,2011,Residential,PJ,14.45
TAS,2011,Transport,PJ,25.664
TAS,2011,Water and waste,PJ,0.236
TAS,2012,Agriculture,PJ,3.47
TAS,2012,Commercial and services,PJ,8.41
TAS,2012,Construction,PJ,0.343
TAS,2012,Electricity generation,PJ,10.423
TAS,2012,Manufacturing,PJ,45.265
TAS,2012,Mining,PJ,3.438
TAS,2012,Other,PJ,0.871
TAS,2012,Residential,PJ,14.452
TAS,2012,Transport,PJ,25.59
TAS,2012,Water and waste,PJ,0.061
TAS,2013,Agriculture,PJ,3.772
TAS,2013,Commercial and services,PJ,8.479
TAS,2013,Construction,PJ,0.321
TAS,2013,Electricity generation,PJ,7.121
TAS,2013,Manufacturing,PJ,44.75
TAS,2013,Mining,PJ,3.306
TAS,2013,Other,PJ,0.786
TAS,2013,Residential,PJ,14.296
TAS,2013,Transport,PJ,24.897
TAS,2013,Water and waste,PJ,0.274
TAS,2014,Agriculture,PJ,4.353
TAS,2014,Commercial and services,PJ,9.987
TAS,2014,Construction,PJ,0.358
TAS,2014,Electricity generation,PJ,3.71
TAS,2014,Manufacturing,PJ,44.676
TAS,2014,Mining,PJ,2.934
TAS,2014,Other,PJ,0.831
TAS,2014,Residential,PJ,12.717
TAS,2014,Transport,PJ,25.084
TAS,2014,Water and waste,PJ,0.278
TAS,2015,Agriculture,PJ,4.198
TAS,2015,Commercial and services,PJ,10.12
TAS,2015,Construction,PJ,0.42
TAS,2015,Electricity generation,PJ,8.134
TAS,2015,Manufacturing,PJ,42.884
TAS,2015,Mining,PJ,2.644
TAS,2015,Other,PJ,0.207
TAS,2015,Residential,PJ,13.025
TAS,2015,Transport,PJ,25.153
TAS,2015,Water and waste,PJ,0.275
TAS,2016,Agriculture,PJ,3.974
TAS,2016,Commercial and services,PJ,9.806
TAS,2016,Construction,PJ,0.415
TAS,2016,Electricity generation,PJ,7.825
TAS,2016,Manufacturing,PJ,44.671
TAS,2016,Mining,PJ,2.649
TAS,2016,Other,PJ,0.285
TAS,2016,Residential,PJ,13.173
TAS,2016,Transport,PJ,24.365
TAS,2016,Water and waste,PJ,0.302
TAS,2017,Agriculture,PJ,4.027
TAS,2017,Commercial and services,PJ,9.924
TAS,2017,Construction,PJ,0.436
TAS,2017,Electricity generation,PJ,8.38
TAS,2017,Manufacturing,PJ,45.797
TAS,2017,Mining,PJ,3.156
TAS,2017,Other,PJ,0.447
TAS,2017,Residential,PJ,13.35
TAS,2017,Transport,PJ,24.719
TAS,2017,Water and waste,PJ,0.304
TAS,2018,Agriculture,PJ,4.347
TAS,2018,Commercial and services,PJ,9.584
TAS,2018,Construction,PJ,0.477
TAS,2018,Electricity generation,PJ,6.399
TAS,2018,Manufacturing,PJ,43.325
TAS,2018,Mining,PJ,3.337
TAS,2018,Other,PJ,0.66
TAS,2018,Residential,PJ,13.307
TAS,2018,Transport,PJ,26.377
TAS,2018,Water and waste,PJ,0.348
TAS,2019,Agriculture,PJ,3.469
TAS,2019,Commercial and services,PJ,9.209
TAS,2019,Construction,PJ,0.478
TAS,2019,Electricity generation,PJ,4.268
TAS,2019,Manufacturing,PJ,39.914
TAS,2019,Mining,PJ,3.484
TAS,2019,Other,PJ,0.798
TAS,2019,Residential,PJ,13.716
TAS,2019,Transport,PJ,24.352
TAS,2019,Water and waste,PJ,0.39
TAS,2020,Agriculture,PJ,4.811
TAS,2020,Commercial and services,PJ,8.82
TAS,2020,Construction,PJ,0.447
TAS,2020,Electricity generation,PJ,4.178
TAS,2020,Manufacturing,PJ,40.445
TAS,2020,Mining,PJ,3.56
TAS,2020,Other,PJ,0.672
TAS,2020,Residential,PJ,13.82
TAS,2020,Transport,PJ,26.007
TAS,2020,Water and waste,PJ,0.348
TAS,2021,Agriculture,PJ,4.507
TAS,2021,Commercial and services,PJ,9.062
TAS,2021,Construction,PJ,0.441
TAS,2021,Electricity generation,PJ,4.462
TAS,2021,Manufacturing,PJ,42.157
TAS,2021,Mining,PJ,3.746
TAS,2021,Other,PJ,0.578
TAS,2021,Residential,PJ,14.001
TAS,2021,Transport,PJ,26.043
TAS,2021,Water and waste,PJ,0.378
TAS,2022,Agriculture,PJ,4.456
TAS,2022,Commercial and services,PJ,9.179
TAS,2022,Construction,PJ,0.431
TAS,2022,Electricity generation,PJ,4.566
TAS,2022,Manufacturing,PJ,42.224
TAS,2022,Mining,PJ,4.14
TAS,2022,Other,PJ,0.561
TAS,2022,Residential,PJ,14.071
TAS,2022,Transport,PJ,25.411
TAS,2022,Water and waste,PJ,0.41
VIC,2000,Agriculture,PJ,16.9
VIC,2000,Commercial and services,PJ,66.2
VIC,2000,Construction,PJ,7.3
VIC,2000,Electricity generation,PJ,530.8
VIC,2000,Manufacturing,PJ,223.4
VIC,2000,Mining,PJ,25.8
VIC,2000,Other,PJ,20.9
VIC,2000,Residential,PJ,147.7
VIC,2000,Transport,PJ,296.2
VIC,2000,Water and waste,PJ,2.0
VIC,2001,Agriculture,PJ,17.0
VIC,2001,Commercial and services,PJ,67.5
VIC,2001,Construction,PJ,7.3
VIC,2001,Electricity generation,PJ,541.5
VIC,2001,Manufacturing,PJ,226.1
VIC,2001,Mining,PJ,29.7
VIC,2001,Other,PJ,21.8
VIC,2001,Residential,PJ,148.8
VIC,2001,Transport,PJ,310.2
VIC,2001,Water and waste,PJ,2.1
VIC,2002,Agriculture,PJ,18.822
VIC,2002,Commercial and services,PJ,75.288
VIC,2002,Construction,PJ,7.291
VIC,2002,Electricity generation,PJ,508.385
VIC,2002,Manufacturing,PJ,211.381
VIC,2002,Mining,PJ,20.341
VIC,2002,Other,PJ,20.528
VIC,2002,Residential,PJ,151.732
VIC,2002,Transport,PJ,314.67
VIC,2002,Water and waste,PJ,2.186
VIC,2003,Agriculture,PJ,19.328
VIC,2003,Commercial and services,PJ,75.059
VIC,2003,Construction,PJ,7.204
VIC,2003,Electricity generation,PJ,524.425
VIC,2003,Manufacturing,PJ,211.671
VIC,2003,Mining,PJ,23.283
VIC,2003,Other,PJ,20.334
VIC,2003,Residential,PJ,151.452
VIC,2003,Transport,PJ,329.773
VIC,2003,Water and waste,PJ,2.373
VIC,2004,Agriculture,PJ,20.003
VIC,2004,Commercial and services,PJ,75.531
VIC,2004,Construction,PJ,7.131
VIC,2004,Electricity generation,PJ,533.511
VIC,2004,Manufacturing,PJ,194.247
VIC,2004,Mining,PJ,20.522
VIC,2004,Other,PJ,20.707
VIC,2004,Residential,PJ,150.023
VIC,2004,Transport,PJ,332.52
VIC,2004,Water and waste,PJ,2.317
VIC,2005,Agriculture,PJ,17.588
VIC,2005,Commercial and services,PJ,75.385
VIC,2005,Construction,PJ,5.785
VIC,2005,Electricity generation,PJ,554.752
VIC,2005,Manufacturing,PJ,238.751
VIC,2005,Mining,PJ,22.182
VIC,2005,Other,PJ,20.349
VIC,2005,Residential,PJ,154.345
VIC,2005,Transport,PJ,337.814
VIC,2005,Water and waste,PJ,2.525
VIC,2006,Agriculture,PJ,15.448
VIC,2006,Commercial and services,PJ,79.537
VIC,2006,Construction,PJ,5.652
VIC,2006,Electricity generation,PJ,539.936
VIC,2006,Manufacturing,PJ,248.182
VIC,2006,Mining,PJ,22.621
VIC,2006,Other,PJ,20.771
VIC,2006,Residential,PJ,156.549
VIC,2006,Transport,PJ,342.521
VIC,2006,Water and waste,PJ,2.642
VIC,2007,Agriculture,PJ,15.741
VIC,2007,Commercial and services,PJ,80.265
VIC,2007,Construction,PJ,5.661
VIC,2007,Electricity generation,PJ,542.06
VIC,2007,Manufacturing,PJ,238.863
VIC,2007,Mining,PJ,22.813
VIC,2007,Other,PJ,21.677
VIC,2007,Residential,PJ,157.515
VIC,2007,Transport,PJ,338.858
VIC,2007,Water and waste,PJ,2.627
VIC,2008,Agriculture,PJ,14.231
VIC,2008,Commercial and services,PJ,82.396
VIC,2008,Construction,PJ,9.974
VIC,2008,Electricity generation,PJ,560.405
VIC,2008,Manufacturing,PJ,206.88
VIC,2008,Mining,PJ,28.008
VIC,2008,Other,PJ,18.63
VIC,2008,Residential,PJ,159.099
VIC,2008,Transport,PJ,339.588
VIC,2008,Water and waste,PJ,2.469
VIC,2009,Agriculture,PJ,15.552
VIC,2009,Commercial and services,PJ,85.84
VIC,2009,Construction,PJ,9.684
VIC,2009,Electricity generation,PJ,548.184
VIC,2009,Manufacturing,PJ,213.792
VIC,2009,Mining,PJ,24.519
VIC,2009,Other,PJ,19.833
VIC,2009,Residential,PJ,160.79
VIC,2009,Transport,PJ,345.461
VIC,2009,Water and waste,PJ,3.083
VIC,2010,Agriculture,PJ,15.57
VIC,2010,Commercial and services,PJ,89.752
VIC,2010,Construction,PJ,9.755
VIC,2010,Electricity generation,PJ,534.17
VIC,2010,Manufacturing,PJ,237.09
VIC,2010,Mining,PJ,24.883
VIC,2010,Other,PJ,20.09
VIC,2010,Residential,PJ,162.899
VIC,2010,Transport,PJ,352.056
VIC,2010,Water and waste,PJ,2.292
VIC,2011,Agriculture,PJ,15.666
VIC,2011,Commercial and services,PJ,88.26
VIC,2011,Construction,PJ,10.107
VIC,2011,Electricity generation,PJ,556.951
VIC,2011,Manufacturing,PJ,229.585
VIC,2011,Mining,PJ,27.043
VIC,2011,Other,PJ,18.69
VIC,2011,Residential,PJ,161.909
VIC,2011,Transport,PJ,345.716
VIC,2011,Water and waste,PJ,3.387
VIC,2012,Agriculture,PJ,15.449
VIC,2012,Commercial and services,PJ,89.801
VIC,2012,Construction,PJ,9.867
VIC,2012,Electricity generation,PJ,494.184
VIC,2012,Manufacturing,PJ,253.592
VIC,2012,Mining,PJ,27.015
VIC,2012,Other,PJ,15.525
VIC,2012,Residential,PJ,164.269
VIC,2012,Transport,PJ,352.768
VIC,2012,Water and waste,PJ,2.831
VIC,2013,Agriculture,PJ,16.928
VIC,2013,Commercial and services,PJ,76.245
VIC,2013,Construction,PJ,9.49
VIC,2013,Electricity generation,PJ,487.49
VIC,2013,Manufacturing,PJ,244.886
VIC,2013,Mining,PJ,32.889
VIC,2013,Other,PJ,11.456
VIC,2013,Residential,PJ,148.945
VIC,2013,Transport,PJ,363.394
VIC,2013,Water and waste,PJ,3.055
VIC,2014,Agriculture,PJ,16.8
VIC,2014,Commercial and services,PJ,78.609
VIC,2014,Construction,PJ,10.431
VIC,2014,Electricity generation,PJ,514.194
VIC,2014,Manufacturing,PJ,184.059
VIC,2014,Mining,PJ,30.156
VIC,2014,Other,PJ,9.49
VIC,2014,Residential,PJ,168.378
VIC,2014,Transport,PJ,377.792
VIC,2014,Water and waste,PJ,2.362
VIC,2015,Agriculture,PJ,17.066
VIC,2015,Commercial and services,PJ,76.812
VIC,2015,Construction,PJ,11.31
VIC,2015,Electricity generation,PJ,496.713
VIC,2015,Manufacturing,PJ,226.533
VIC,2015,Mining,PJ,30.639
VIC,2015,Other,PJ,10.9
VIC,2015,Residential,PJ,166.925
VIC,2015,Transport,PJ,375.561
VIC,2015,Water and waste,PJ,2.333
VIC,2016,Agriculture,PJ,19.413
VIC,2016,Commercial and services,PJ,77.195
VIC,2016,Construction,PJ,12.037
VIC,2016,Electricity generation,PJ,472.481
VIC,2016,Manufacturing,PJ,210.798
VIC,2016,Mining,PJ,25.223
VIC,2016,Other,PJ,11.359
VIC,2016,Residential,PJ,170.853
VIC,2016,Transport,PJ,382.83
VIC,2016,Water and waste,PJ,2.6
VIC,2017,Agriculture,PJ,19.526
VIC,2017,Commercial and services,PJ,79.061
VIC,2017,Construction,PJ,12.752
VIC,2017,Electricity generation,PJ,394.32
VIC,2017,Manufacturing,PJ,207.531
VIC,2017,Mining,PJ,25.764
VIC,2017,Other,PJ,14.796
VIC,2017,Residential,PJ,167.905
VIC,2017,Transport,PJ,385.323
VIC,2017,Water and waste,PJ,3.002
VIC,2018,Agriculture,PJ,12.59
VIC,2018,Commercial and services,PJ,77.23
VIC,2018,Construction,PJ,13.289
VIC,2018,Electricity generation,PJ,373.01
VIC,2018,Manufacturing,PJ,185.933
VIC,2018,Mining,PJ,24.375
VIC,2018,Other,PJ,16.629
VIC,2018,Residential,PJ,170.769
VIC,2018,Transport,PJ,399.094
VIC,2018,Water and waste,PJ,3.349
VIC,2019,Agriculture,PJ,9.89
VIC,2019,Commercial and services,PJ,72.081
VIC,2019,Construction,PJ,13.421
VIC,2019,Electricity generation,PJ,354.47
VIC,2019,Manufacturing,PJ,176.858
VIC,2019,Mining,PJ,21.661
VIC,2019,Other,PJ,16.916
VIC,2019,Residential,PJ,181.667
VIC,2019,Transport,PJ,355.944
VIC,2019,Water and waste,PJ,4.801
VIC,2020,Agriculture,PJ,14.297
VIC,2020,Commercial and services,PJ,68.595
VIC,2020,Construction,PJ,12.951
VIC,2020,Electricity generation,PJ,348.648
VIC,2020,Manufacturing,PJ,169.72
VIC,2020,Mining,PJ,20.204
VIC,2020,Other,PJ,17.502
VIC,2020,Residential,PJ,182.543
VIC,2020,Transport,PJ,289.552
VIC,2020,Water and waste,PJ,4.819
VIC,2021,Agriculture,PJ,13.793
VIC,2021,Commercial and services,PJ,70.693
VIC,2021,Construction,PJ,12.632
VIC,2021,Electricity generation,PJ,341.639
VIC,2021,Manufacturing,PJ,172.273
VIC,2021,Mining,PJ,19.928
VIC,2021,Other,PJ,17.211
VIC,2021,Residential,PJ,181.527
VIC,2021,Transport,PJ,313.943
VIC,2021,Water and waste,PJ,4.492
VIC,2022,Agriculture,PJ,13.267
VIC,2022,Commercial and services,PJ,75.915
VIC,2022,Construction,PJ,12.405
VIC,2022,Electricity generation,PJ,329.48
VIC,2022,Manufacturing,PJ,169.058
VIC,2022,Mining,PJ,20.531
VIC,2022,Other,PJ,14.782
VIC,2022,Residential,PJ,169.958
VIC,2022,Transport,PJ,364.529
VIC,2022,Water and waste,PJ,2.677
WA,2000,Agriculture,PJ,12.9
WA,2000,Commercial and services,PJ,20.8
WA,2000,Construction,PJ,3.5
WA,2000,Electricity generation,PJ,142.2
WA,2000,Manufacturing,PJ,225.4
WA,2000,Mining,PJ,111.8
WA,2000,Other,PJ,7.7
WA,2000,Residential,PJ,33.1
WA,2000,Transport,PJ,150.1
WA,2000,Water and waste,PJ,0.7
WA,2001,Agriculture,PJ,13.2
WA,2001,Commercial and services,PJ,22.5
WA,2001,Construction,PJ,3.4
WA,2001,Electricity generation,PJ,145.2
WA,2001,Manufacturing,PJ,225.7
WA,2001,Mining,PJ,117.3
WA,2001,Other,PJ,7.8
WA,2001,Residential,PJ,34.3
WA,2001,Transport,PJ,152.8
WA,2001,Water and waste,PJ,0.7
WA,2002,Agriculture,PJ,15.178
WA,2002,Commercial and services,PJ,23.515
WA,2002,Construction,PJ,3.248
WA,2002,Electricity generation,PJ,150.727
WA,2002,Manufacturing,PJ,235.563
WA,2002,Mining,PJ,103.085
WA,2002,Other,PJ,8.44
WA,2002,Residential,PJ,34.654
WA,2002,Transport,PJ,145.047
WA,2002,Water and waste,PJ,0.501
WA,2003,Agriculture,PJ,15.978
WA,2003,Commercial and services,PJ,23.976
WA,2003,Construction,PJ,3.616
WA,2003,Electricity generation,PJ,156.728
WA,2003,Manufacturing,PJ,234.559
WA,2003,Mining,PJ,99.909
WA,2003,Other,PJ,9.889
WA,2003,Residential,PJ,34.04
WA,2003,Transport,PJ,151.094
WA,2003,Water and waste,PJ,0.543
WA,2004,Agriculture,PJ,17.237
WA,2004,Commercial and services,PJ,25.141
WA,2004,Construction,PJ,3.666
WA,2004,Electricity generation,PJ,158.753
WA,2004,Manufacturing,PJ,231.826
WA,2004,Mining,PJ,113.969
WA,2004,Other,PJ,7.856
WA,2004,Residential,PJ,33.661
WA,2004,Transport,PJ,155.567
WA,2004,Water and waste,PJ,0.528
WA,2005,Agriculture,PJ,13.718
WA,2005,Commercial and services,PJ,25.535
WA,2005,Construction,PJ,4.588
WA,2005,Electricity generation,PJ,156.147
WA,2005,Manufacturing,PJ,223.072
WA,2005,Mining,PJ,129.259
WA,2005,Other,PJ,8.974
WA,2005,Residential,PJ,34.026
WA,2005,Transport,PJ,161.175
WA,2005,Water and waste,PJ,0.573
WA,2006,Agriculture,PJ,13.415
WA,2006,Commercial and services,PJ,26.927
WA,2006,Construction,PJ,4.795
WA,2006,Electricity generation,PJ,162.712
WA,2006,Manufacturing,PJ,256.749
WA,2006,Mining,PJ,143.017
WA,2006,Other,PJ,7.316
WA,2006,Residential,PJ,36.201
WA,2006,Transport,PJ,168.939
WA,2006,Water and waste,PJ,0.599
WA,2007,Agriculture,PJ,13.786
WA,2007,Commercial and services,PJ,27.582
WA,2007,Construction,PJ,4.789
WA,2007,Electricity generation,PJ,170.274
WA,2007,Manufacturing,PJ,243.71
WA,2007,Mining,PJ,148.021
WA,2007,Other,PJ,5.828
WA,2007,Residential,PJ,37.035
WA,2007,Transport,PJ,174.876
WA,2007,Water and waste,PJ,2.06
WA,2008,Agriculture,PJ,15.619
WA,2008,Commercial and services,PJ,28.27
WA,2008,Construction,PJ,3.665
WA,2008,Electricity generation,PJ,232.072
WA,2008,Manufacturing,PJ,243.575
WA,2008,Mining,PJ,169.195
WA,2008,Other,PJ,6.68
WA,2008,Residential,PJ,36.598
WA,2008,Transport,PJ,179.312
WA,2008,Water and waste,PJ,2.237
WA,2009,Agriculture,PJ,16.763
WA,2009,Commercial and services,PJ,27.379
WA,2009,Construction,PJ,3.395
WA,2009,Electricity generation,PJ,219.395
WA,2009,Manufacturing,PJ,244.573
WA,2009,Mining,PJ,168.956
WA,2009,Other,PJ,6.27
WA,2009,Residential,PJ,36.741
WA,2009,Transport,PJ,180.006
WA,2009,Water and waste,PJ,2.27
WA,2010,Agriculture,PJ,17.565
WA,2010,Commercial and services,PJ,29.502
WA,2010,Construction,PJ,3.779
WA,2010,Electricity generation,PJ,236.528
WA,2010,Manufacturing,PJ,259.769
WA,2010,Mining,PJ,189.294
WA,2010,Other,PJ,6.55
WA,2010,Residential,PJ,40.418
WA,2010,Transport,PJ,193.34
WA,2010,Water and waste,PJ,3.544
WA,2011,Agriculture,PJ,18.377
WA,2011,Commercial and services,PJ,30.44
WA,2011,Construction,PJ,3.785
WA,2011,Electricity generation,PJ,233.023
WA,2011,Manufacturing,PJ,225.937
WA,2011,Mining,PJ,207.295
WA,2011,Other,PJ,6.145
WA,2011,Residential,PJ,41.985
WA,2011,Transport,PJ,210.495
WA,2011,Water and waste,PJ,4.682
WA,2012,Agriculture,PJ,18.091
WA,2012,Commercial and services,PJ,30.974
WA,2012,Construction,PJ,3.844
WA,2012,Electricity generation,PJ,228.869
WA,2012,Manufacturing,PJ,234.889
WA,2012,Mining,PJ,234.01
WA,2012,Other,PJ,7.189
WA,2012,Residential,PJ,40.993
WA,2012,Transport,PJ,217.404
WA,2012,Water and waste,PJ,3.191
WA,2013,Agriculture,PJ,17.857
WA,2013,Commercial and services,PJ,31.768
WA,2013,Construction,PJ,3.867
WA,2013,Electricity generation,PJ,241.412
WA,2013,Manufacturing,PJ,244.012
WA,2013,Mining,PJ,249.277
WA,2013,Other,PJ,7.099
WA,2013,Residential,PJ,41.836
WA,2013,Transport,PJ,225.657
WA,2013,Water and waste,PJ,3.78
WA,2014,Agriculture,PJ,19.662
WA,2014,Commercial and services,PJ,38.006
WA,2014,Construction,PJ,4.167
WA,2014,Electricity generation,PJ,259.253
WA,2014,Manufacturing,PJ,200.123
WA,2014,Mining,PJ,239.036
WA,2014,Other,PJ,7.218
WA,2014,Residential,PJ,40.478
WA,2014,Transport,PJ,233.494
WA,2014,Water and waste,PJ,3.9
WA,2015,Agriculture,PJ,21.004
WA,2015,Commercial and services,PJ,37.687
WA,2015,Construction,PJ,4.399
WA,2015,Electricity generation,PJ,278.827
WA,2015,Manufacturing,PJ,234.729
WA,2015,Mining,PJ,249.793
WA,2015,Other,PJ,4.512
WA,2015,Residential,PJ,41.054
WA,2015,Transport,PJ,248.006
WA,2015,Water and waste,PJ,3.891
WA,2016,Agriculture,PJ,22.816
WA,2016,Commercial and services,PJ,38.944
WA,2016,Construction,PJ,3.23
WA,2016,Electricity generation,PJ,279.525
WA,2016,Manufacturing,PJ,228.087
WA,2016,Mining,PJ,298.445
WA,2016,Other,PJ,4.55
WA,2016,Residential,PJ,41.547
WA,2016,Transport,PJ,255.399
WA,2016,Water and waste,PJ,4.219
WA,2017,Agriculture,PJ,23.175
WA,2017,Commercial and services,PJ,39.476
WA,2017,Construction,PJ,3.71
WA,2017,Electricity generation,PJ,276.394
WA,2017,Manufacturing,PJ,221.588
WA,2017,Mining,PJ,338.298
WA,2017,Other,PJ,4.907
WA,2017,Residential,PJ,40.494
WA,2017,Transport,PJ,257.489
WA,2017,Water and waste,PJ,4.125
WA,2018,Agriculture,PJ,21.334
WA,2018,Commercial and services,PJ,39.973
WA,2018,Construction,PJ,2.877
WA,2018,Electricity generation,PJ,273.756
WA,2018,Manufacturing,PJ,240.224
WA,2018,Mining,PJ,373.554
WA,2018,Other,PJ,6.959
WA,2018,Residential,PJ,41.101
WA,2018,Transport,PJ,258.337
WA,2018,Water and waste,PJ,3.076
WA,2019,Agriculture,PJ,18.426
WA,2019,Commercial and services,PJ,39.866
WA,2019,Construction,PJ,2.53
WA,2019,Electricity generation,PJ,283.635
WA,2019,Manufacturing,PJ,240.244
WA,2019,Mining,PJ,386.674
WA,2019,Other,PJ,6.957
WA,2019,Residential,PJ,42.043
WA,2019,Transport,PJ,240.527
WA,2019,Water and waste,PJ,4.031
WA,2020,Agriculture,PJ,24.594
WA,2020,Commercial and services,PJ,38.486
WA,2020,Construction,PJ,2.408
WA,2020,Electricity generation,PJ,259.213
WA,2020,Manufacturing,PJ,245.171
WA,2020,Mining,PJ,388.298
WA,2020,Other,PJ,6.307
WA,2020,Residential,PJ,43.535
WA,2020,Transport,PJ,226.868
WA,2020,Water and waste,PJ,4.065
WA,2021,Agriculture,PJ,25.418
WA,2021,Commercial and services,PJ,41.299
WA,2021,Construction,PJ,2.473
WA,2021,Electricity generation,PJ,263.12
WA,2021,Manufacturing,PJ,229.617
WA,2021,Mining,PJ,403.818
WA,2021,Other,PJ,6.018
WA,2021,Residential,PJ,45.69
WA,2021,Transport,PJ,236.864
WA,2021,Water and waste,PJ,3.565
WA,2022,Agriculture,PJ,23.824
WA,2022,Commercial and services,PJ,41.695
WA,2022,Construction,PJ,2.728
WA,2022,Electricity generation,PJ,268.114
WA,2022,Manufacturing,PJ,223.93
WA,2022,Mining,PJ,423.523
WA,2022,Other,PJ,5.98
WA,2022,Residential,PJ,45.587
WA,2022,Transport,PJ,254.954
WA,2022,Water and waste,PJ,3.292
